Year,Product line,Product type,Product,Order method type,Retailer country, Revenue , Planned revenue , Product cost ,   Quantity   , Unit cost , Unit price , Gross profit , Unit sale price 
2006,Mountaineering Equipment,Climbing Accessories,Granite Pulley,Web,Belgium,93398,95304,46022,2508,18,38,47376,37
2006,Mountaineering Equipment,Safety,Husky Harness Extreme,Web,Sweden,92796,97680,47890,888,54,110,44906,105
2006,Mountaineering Equipment,Climbing Accessories,Firefly Climbing Lamp,Web,Canada,92715,94536,51299,2364,22,40,41416,39
2006,Mountaineering Equipment,Climbing Accessories,Granite Belay,Web,Austria,92435,97300,47913,1390,34,70,44522,67
2006,Mountaineering Equipment,Climbing Accessories,Granite Carabiner,Web,Belgium,90637,95316,46705,23829,2,4,43932,4
2006,Mountaineering Equipment,Tools,Granite Hammer,Web,Belgium,90264,95016,67573,1188,57,80,22691,76
2006,Mountaineering Equipment,Rope,Husky Rope 200,Web,Denmark,88489,93147,59997,162,370,575,28493,546
2006,Mountaineering Equipment,Climbing Accessories,Granite Chalk Bag,Web,China,86198,86382,40935,4799,9,18,45262,18
2006,Mountaineering Equipment,Climbing Accessories,Firefly Climbing Lamp,Web,Spain,85852,96456,51075,2412,21,40,34778,37
2006,Mountaineering Equipment,Climbing Accessories,Granite Chalk Bag,Web,Japan,84798,84798,40185,4711,9,18,44613,18
2006,Mountaineering Equipment,Tools,Granite Grip,Web,Switzerland,83820,83820,41449,4191,10,20,42371,20
2006,Mountaineering Equipment,Tools,Granite Grip,Web,Netherlands,83712,85420,42240,4271,10,20,41471,20
2006,Mountaineering Equipment,Tools,Granite Shovel,Web,Switzerland,83521,85126,51254,1419,36,60,32267,59
2006,Mountaineering Equipment,Climbing Accessories,Firefly Climbing Lamp,Web,Australia,82718,91737,48721,2294,21,40,33997,38
2006,Mountaineering Equipment,Safety,Granite Signal Mirror,Web,Mexico,81708,81708,38898,2476,16,33,42810,33
2006,Mountaineering Equipment,Safety,Granite Signal Mirror,Web,United Kingdom,81675,81675,38882,2475,16,33,42793,33
2006,Mountaineering Equipment,Rope,Husky Rope 50,Web,Sweden,81624,85920,54189,537,101,160,27435,152
2006,Mountaineering Equipment,Safety,Husky Harness,Web,Austria,81078,85345,57470,1313,44,65,23608,62
2006,Mountaineering Equipment,Safety,Granite Signal Mirror,Web,Germany,80982,80982,38552,2454,16,33,42430,33
2006,Mountaineering Equipment,Climbing Accessories,Granite Pulley,Web,Austria,78130,79724,38498,2098,18,38,39631,37
2006,Mountaineering Equipment,Climbing Accessories,Firefly Climbing Lamp,Web,Switzerland,77694,84019,44909,2101,21,40,32786,38
2006,Mountaineering Equipment,Safety,Granite Signal Mirror,Web,France,75636,75636,36007,2292,16,33,39629,33
2006,Mountaineering Equipment,Rope,Husky Rope 100,Web,Denmark,75087,79038,51913,228,228,347,23174,329
2006,Mountaineering Equipment,Climbing Accessories,Firefly Rechargeable Battery,Web,Belgium,74847,76168,29991,9521,3,8,44856,8
2006,Mountaineering Equipment,Climbing Accessories,Firefly Climbing Lamp,Web,Brazil,74065,80740,43068,2019,21,40,30997,38
2006,Mountaineering Equipment,Tools,Granite Axe,Web,Denmark,73177,75440,36815,1886,20,40,36362,39
2006,Mountaineering Equipment,Safety,Granite Signal Mirror,Web,Italy,72864,72864,34688,2208,16,33,38176,33
2006,Mountaineering Equipment,Safety,Granite Climbing Helmet,Web,Sweden,71847,75628,53696,1022,53,74,18151,70
2006,Mountaineering Equipment,Safety,Granite Signal Mirror,Web,Finland,68805,68805,32755,2085,16,33,36050,33
2006,Mountaineering Equipment,Climbing Accessories,Granite Chalk Bag,Web,Germany,68634,68634,32525,3813,9,18,36109,18
2006,Mountaineering Equipment,Rope,Husky Rope 100,Web,Sweden,65537,68985,45310,199,228,347,20226,329
2006,Mountaineering Equipment,Climbing Accessories,Granite Carabiner,Web,Austria,64611,68012,33326,17003,2,4,31286,4
2006,Mountaineering Equipment,Climbing Accessories,Granite Chalk Bag,Web,France,64404,64404,30520,3578,9,18,33884,18
2006,Mountaineering Equipment,Safety,Granite Signal Mirror,Web,Canada,63360,63360,30163,1920,16,33,33197,33
2006,Mountaineering Equipment,Tools,Granite Ice,Web,Sweden,63232,66560,32423,832,39,80,30809,76
2006,Mountaineering Equipment,Climbing Accessories,Granite Chalk Bag,Web,United Kingdom,60912,60912,28866,3384,9,18,32046,18
2006,Mountaineering Equipment,Climbing Accessories,Granite Chalk Bag,Web,Italy,60912,60912,28866,3384,9,18,32046,18
2006,Mountaineering Equipment,Climbing Accessories,Granite Chalk Bag,Web,Finland,59994,59994,28430,3333,9,18,31564,18
2006,Mountaineering Equipment,Tools,Granite Axe,Web,Sweden,58860,60680,29612,1517,20,40,29248,39
2006,Mountaineering Equipment,Safety,Granite Signal Mirror,Web,Spain,58344,58344,27775,1768,16,33,30569,33
2006,Mountaineering Equipment,Safety,Granite Signal Mirror,Web,Singapore,57585,57585,27414,1745,16,33,30171,33
2006,Mountaineering Equipment,Safety,Granite Signal Mirror,Web,Korea,54549,54549,25969,1653,16,33,28580,33
2006,Mountaineering Equipment,Safety,Granite Signal Mirror,Web,Australia,53526,53526,25482,1622,16,33,28044,33
2006,Mountaineering Equipment,Climbing Accessories,Granite Belay,Web,Sweden,52735,55510,27335,793,34,70,25400,67
2006,Mountaineering Equipment,Climbing Accessories,Firefly Charger,Web,Denmark,51982,53043,22382,1001,22,53,29600,52
2006,Mountaineering Equipment,Climbing Accessories,Firefly Charger,Web,Austria,51774,52831,22293,997,22,53,29481,52
2006,Mountaineering Equipment,Climbing Accessories,Granite Chalk Bag,Web,Canada,51215,51390,24353,2855,9,18,26862,18
2006,Mountaineering Equipment,Climbing Accessories,Firefly Climbing Lamp,Web,Belgium,49098,55266,29245,1382,21,40,19854,37
2006,Mountaineering Equipment,Climbing Accessories,Granite Chalk Bag,Web,Korea,48870,48870,23159,2715,9,18,25711,18
2006,Mountaineering Equipment,Climbing Accessories,Granite Chalk Bag,Web,Netherlands,48078,48078,22784,2671,9,18,25294,18
2006,Mountaineering Equipment,Climbing Accessories,Granite Pulley,Web,Sweden,48040,49020,23672,1290,18,38,24368,37
2006,Mountaineering Equipment,Safety,Granite Signal Mirror,Web,Brazil,47157,47157,22450,1429,16,33,24707,33
2006,Mountaineering Equipment,Climbing Accessories,Granite Chalk Bag,Web,Singapore,45756,45756,21683,2542,9,18,24073,18
2006,Mountaineering Equipment,Tools,Granite Hammer,Web,Sweden,45360,47748,33957,597,57,80,11403,76
2006,Mountaineering Equipment,Safety,Granite Climbing Helmet,Web,Denmark,44641,46990,33363,635,53,74,11278,70
2006,Mountaineering Equipment,Safety,Granite Signal Mirror,Web,Switzerland,44319,44319,21099,1343,16,33,23220,33
2006,Mountaineering Equipment,Tools,Granite Shovel,Web,Belgium,44034,44933,27054,749,36,60,16980,59
2006,Mountaineering Equipment,Climbing Accessories,Granite Chalk Bag,Web,Spain,44010,44010,20856,2445,9,18,23154,18
2006,Mountaineering Equipment,Tools,Granite Shovel,Web,Austria,43916,44813,26982,747,36,60,16934,59
2006,Mountaineering Equipment,Climbing Accessories,Granite Chalk Bag,Web,Mexico,42174,42174,19986,2343,9,18,22188,18
2006,Mountaineering Equipment,Rope,Husky Rope 60,Web,Sweden,41876,44080,29350,232,127,190,12526,181
2006,Mountaineering Equipment,Safety,Granite Signal Mirror,Web,Netherlands,40557,40557,19308,1229,16,33,21249,33
2006,Mountaineering Equipment,Tools,Granite Grip,Web,Austria,39986,40420,19988,2021,10,20,19998,20
2006,Mountaineering Equipment,Tools,Granite Grip,Web,Belgium,38160,38160,18870,1908,10,20,19290,20
2006,Mountaineering Equipment,Rope,Husky Rope 50,Web,Denmark,37696,39680,25026,248,101,160,12670,152
2006,Mountaineering Equipment,Climbing Accessories,Granite Chalk Bag,Web,Australia,37422,37422,17734,2079,9,18,19688,18
2006,Mountaineering Equipment,Rope,Husky Rope 60,Web,Denmark,36822,38760,25808,204,127,190,11014,181
2006,Mountaineering Equipment,Climbing Accessories,Granite Chalk Bag,Web,Switzerland,36504,36504,17299,2028,9,18,19205,18
2006,Mountaineering Equipment,Climbing Accessories,Firefly Rechargeable Battery,Web,Austria,35797,36528,14383,4566,3,8,21415,8
2006,Mountaineering Equipment,Tools,Granite Extreme,Web,Sweden,34808,36640,21306,458,47,80,13502,76
2006,Mountaineering Equipment,Climbing Accessories,Granite Carabiner,Web,Denmark,34002,35700,17493,8925,2,4,16509,4
2006,Mountaineering Equipment,Climbing Accessories,Granite Chalk Bag,Web,Brazil,31860,31860,15098,1770,9,18,16762,18
2006,Mountaineering Equipment,Safety,Husky Harness,Web,Denmark,30875,32500,21885,500,44,65,8990,62
2006,Mountaineering Equipment,Climbing Accessories,Firefly Climbing Lamp,Web,Austria,29917,30472,16535,762,22,40,13382,39
2006,Mountaineering Equipment,Tools,Granite Hammer,Web,Denmark,29328,30872,21956,386,57,80,7373,76
2006,Mountaineering Equipment,Climbing Accessories,Firefly Climbing Lamp,Web,Denmark,29001,29593,16058,740,22,40,12943,39
2006,Mountaineering Equipment,Safety,Husky Harness,Web,Sweden,28714,30225,20353,465,44,65,8361,62
2006,Mountaineering Equipment,Climbing Accessories,Granite Belay,Web,Denmark,27797,29260,14408,418,34,70,13389,67
2006,Mountaineering Equipment,Climbing Accessories,Firefly Rechargeable Battery,Web,Denmark,27534,28096,11063,3512,3,8,16471,8
2006,Mountaineering Equipment,Climbing Accessories,Granite Chalk Bag,Web,Belgium,25956,25956,12300,1442,9,18,13656,18
2006,Mountaineering Equipment,Tools,Granite Shovel,Web,Denmark,25338,25856,15568,431,36,60,9771,59
2006,Mountaineering Equipment,Tools,Granite Grip,Web,Denmark,24680,24680,12204,1234,10,20,12476,20
2006,Mountaineering Equipment,Climbing Accessories,Granite Pulley,Web,Denmark,24280,24776,11964,652,18,38,12316,37
2006,Mountaineering Equipment,Tools,Granite Shovel,Web,Sweden,24104,24596,14809,410,36,60,9295,59
2006,Mountaineering Equipment,Safety,Granite Signal Mirror,Web,Belgium,22572,22572,10746,684,16,33,11826,33
2006,Mountaineering Equipment,Climbing Accessories,Granite Carabiner,Web,Sweden,21098,22208,10882,5552,2,4,10216,4
2006,Mountaineering Equipment,Climbing Accessories,Firefly Rechargeable Battery,Web,Sweden,21019,21448,8445,2681,3,8,12574,8
2006,Mountaineering Equipment,Climbing Accessories,Granite Chalk Bag,Web,Austria,20844,20844,9878,1158,9,18,10966,18
2006,Mountaineering Equipment,Safety,Granite Signal Mirror,Web,Austria,20328,20328,9677,616,16,33,10651,33
2006,Mountaineering Equipment,Tools,Granite Ice,Web,Denmark,19532,20560,10015,257,39,80,9517,76
2006,Mountaineering Equipment,Tools,Granite Grip,Web,Sweden,17680,17680,8743,884,10,20,8937,20
2006,Mountaineering Equipment,Climbing Accessories,Firefly Climbing Lamp,Web,Sweden,15441,15756,8550,394,22,40,6891,39
2006,Mountaineering Equipment,Climbing Accessories,Firefly Charger,Web,Sweden,14385,14678,6194,277,22,53,8191,52
2006,Mountaineering Equipment,Safety,Granite Signal Mirror,Web,Sweden,10395,10395,4949,315,16,33,5446,33
2006,Mountaineering Equipment,Climbing Accessories,Granite Chalk Bag,Web,Denmark,9144,9144,4333,508,9,18,4811,18
2006,Mountaineering Equipment,Climbing Accessories,Granite Chalk Bag,Web,Sweden,3978,3978,1885,221,9,18,2093,18
2006,Outdoor Protection,Insect Repellents,BugShield Extreme,E-mail,Canada,43179,43785,15137,6255,2,7,28042,7
2006,Outdoor Protection,Insect Repellents,BugShield Extreme,E-mail,Germany,15155,15484,5353,2212,2,7,9802,5
2006,Outdoor Protection,Sunscreen,Sun Shield,E-mail,Japan,13020,13020,5989,2170,3,6,7031,6
2006,Outdoor Protection,Sunscreen,Sun Shelter 30,E-mail,Japan,12015,12560,4647,2512,2,5,7368,4
2006,Outdoor Protection,First Aid,Deluxe Family Relief Kit,E-mail,Japan,11930,15190,6093,434,14,35,5836,32
2006,Outdoor Protection,Insect Repellents,BugShield Natural,E-mail,Canada,11856,11856,3675,1976,2,6,8181,6
2006,Outdoor Protection,Insect Repellents,BugShield Lotion,E-mail,Japan,11270,11270,3751,1610,2,7,7519,7
2006,Outdoor Protection,Insect Repellents,BugShield Extreme,E-mail,Italy,9625,9821,3395,1403,2,7,6229,7
2006,Outdoor Protection,Sunscreen,Sun Shelter 15,E-mail,Japan,9095,9095,3256,1819,2,5,5839,5
2006,Outdoor Protection,Insect Repellents,BugShield Spray,E-mail,Germany,8979,9249,2816,1539,2,6,6163,5
2006,Outdoor Protection,Sunscreen,Sun Shield,E-mail,Canada,8130,8130,3740,1355,3,6,4390,6
2006,Outdoor Protection,Insect Repellents,BugShield Spray,E-mail,Italy,7903,7903,2406,1315,2,6,5497,6
2006,Outdoor Protection,Insect Repellents,BugShield Lotion Lite,E-mail,Japan,6797,6797,1825,971,2,7,4972,7
2006,Outdoor Protection,First Aid,Compact Relief Kit,E-mail,Italy,6732,9361,3663,407,9,23,3069,20
2006,Outdoor Protection,Insect Repellents,BugShield Extreme,E-mail,France,6608,6608,2284,944,2,7,4324,7
2006,Outdoor Protection,Sunscreen,Sun Shelter 30,E-mail,Germany,6505,6730,2490,1346,2,5,4015,4
2006,Outdoor Protection,Insect Repellents,BugShield Natural,E-mail,Japan,6450,6450,2000,1075,2,6,4451,6
2006,Outdoor Protection,Sunscreen,Sun Shelter Stick,E-mail,Japan,6145,6145,2409,1229,2,5,3736,5
2006,Outdoor Protection,Insect Repellents,BugShield Extreme,E-mail,Japan,5985,5985,2069,855,2,7,3916,7
2006,Outdoor Protection,Insect Repellents,BugShield Spray,E-mail,Japan,5806,6461,1967,1075,2,6,3838,5
2006,Outdoor Protection,Sunscreen,Sun Shelter 30,E-mail,Canada,5792,5910,2187,1182,2,5,3605,5
2006,Outdoor Protection,Insect Repellents,BugShield Lotion,E-mail,Italy,5411,5411,1801,773,2,7,3610,7
2006,Outdoor Protection,Sunscreen,Sun Shelter 30,E-mail,Sweden,4170,4170,1543,834,2,5,2627,5
2006,Outdoor Protection,First Aid,Compact Relief Kit,E-mail,Germany,3928,5543,2169,241,9,23,1759,20
2006,Outdoor Protection,First Aid,Compact Relief Kit,E-mail,Japan,3657,5520,2160,240,9,23,1497,18
2006,Outdoor Protection,Sunscreen,Sun Blocker,E-mail,Italy,3535,3535,1379,707,2,5,2156,5
2006,Outdoor Protection,First Aid,Compact Relief Kit,E-mail,Canada,3335,3335,1305,145,9,23,2030,23
2006,Outdoor Protection,Insect Repellents,BugShield Lotion,E-mail,Germany,3248,3248,1081,464,2,7,2167,7
2006,Outdoor Protection,Sunscreen,Sun Shelter Stick,E-mail,Italy,3175,3175,1245,635,2,5,1930,5
2006,Outdoor Protection,Sunscreen,Sun Shelter 15,E-mail,Germany,2980,2980,1067,596,2,5,1913,5
2006,Outdoor Protection,Sunscreen,Sun Shelter Stick,E-mail,Canada,2880,2880,1129,576,2,5,1751,5
2006,Outdoor Protection,Sunscreen,Sun Shelter 30,E-mail,Italy,2860,2860,1058,572,2,5,1802,5
2006,Outdoor Protection,Sunscreen,Sun Blocker,E-mail,Germany,2740,2740,1069,548,2,5,1671,5
2006,Outdoor Protection,Insect Repellents,BugShield Natural,E-mail,France,2682,2682,831,447,2,6,1851,6
2006,Outdoor Protection,First Aid,Deluxe Family Relief Kit,E-mail,Italy,2310,2310,927,66,14,35,1383,35
2006,Outdoor Protection,Sunscreen,Sun Shield,E-mail,Sweden,2106,2106,969,351,3,6,1137,6
2006,Outdoor Protection,Sunscreen,Sun Blocker,E-mail,Canada,2055,2055,801,411,2,5,1254,5
2006,Outdoor Protection,Sunscreen,Sun Blocker,E-mail,Japan,1865,1865,727,373,2,5,1138,5
2006,Outdoor Protection,Sunscreen,Sun Shelter Stick,E-mail,Germany,1855,1855,727,371,2,5,1128,5
2006,Outdoor Protection,First Aid,Insect Bite Relief,E-mail,Japan,1818,1818,836,303,3,6,982,6
2006,Outdoor Protection,Sunscreen,Sun Shelter 15,E-mail,Canada,1660,1660,594,332,2,5,1066,5
2006,Outdoor Protection,First Aid,Aloe Relief,E-mail,Japan,1522,2092,768,400,2,5,754,4
2006,Outdoor Protection,First Aid,Deluxe Family Relief Kit,E-mail,Germany,1365,1365,548,39,14,35,817,35
2006,Outdoor Protection,First Aid,Calamine Relief,E-mail,Italy,1362,1362,642,227,3,6,720,6
2006,Outdoor Protection,First Aid,Insect Bite Relief,E-mail,Germany,1278,1278,588,213,3,6,690,6
2006,Outdoor Protection,Sunscreen,Sun Blocker,E-mail,France,1265,1265,493,253,2,5,772,5
2006,Outdoor Protection,First Aid,Insect Bite Relief,E-mail,Canada,1206,1206,555,201,3,6,651,6
2006,Outdoor Protection,First Aid,Insect Bite Relief,E-mail,Italy,1134,1134,522,189,3,6,612,6
2006,Outdoor Protection,First Aid,Calamine Relief,E-mail,Germany,978,978,461,163,3,6,517,6
2006,Outdoor Protection,First Aid,Calamine Relief,E-mail,Japan,972,972,458,162,3,6,514,6
2006,Outdoor Protection,First Aid,Aloe Relief,E-mail,Germany,481,717,263,137,2,5,218,3
2006,Outdoor Protection,First Aid,Aloe Relief,E-mail,Canada,288,288,106,55,2,5,182,5
2006,Outdoor Protection,First Aid,Aloe Relief,E-mail,France,246,246,90,47,2,5,156,5
2006,Outdoor Protection,Insect Repellents,BugShield Extreme,Fax,China,11869,12236,4230,1748,2,7,7639,7
2006,Outdoor Protection,Insect Repellents,BugShield Extreme,Fax,Korea,11679,12040,4162,1720,2,7,7516,7
2006,Outdoor Protection,Sunscreen,Sun Shelter 30,Fax,Spain,11255,12640,4677,2528,2,5,6578,4
2006,Outdoor Protection,First Aid,Deluxe Family Relief Kit,Fax,Spain,8965,12635,5068,361,14,35,3897,30
2006,Outdoor Protection,Insect Repellents,BugShield Extreme,Fax,United States,7357,7357,2543,1051,2,7,4814,7
2006,Outdoor Protection,Insect Repellents,BugShield Lotion,Fax,Spain,5110,5110,1701,730,2,7,3409,7
2006,Outdoor Protection,Insect Repellents,BugShield Spray,Fax,United States,4796,4796,1460,798,2,6,3336,6
2006,Outdoor Protection,Sunscreen,Sun Shelter 30,Fax,Korea,4785,4785,1770,957,2,5,3015,5
2006,Outdoor Protection,Sunscreen,Sun Shield,Fax,Spain,4146,4146,1907,691,3,6,2239,6
2006,Outdoor Protection,Insect Repellents,BugShield Natural,Fax,Korea,4140,4140,1283,690,2,6,2857,6
2006,Outdoor Protection,Insect Repellents,BugShield Lotion Lite,Fax,Spain,4137,4137,1111,591,2,7,3026,7
2006,Outdoor Protection,Sunscreen,Sun Shield,Fax,Korea,3708,3708,1706,618,3,6,2002,6
2006,Outdoor Protection,Sunscreen,Sun Shelter 15,Fax,Spain,3660,3660,1310,732,2,5,2350,5
2006,Outdoor Protection,Sunscreen,Sun Shelter 30,Fax,Denmark,3375,3375,1249,675,2,5,2126,5
2006,Outdoor Protection,Sunscreen,Sun Shelter 30,Fax,United States,3360,3360,1243,672,2,5,2117,5
2006,Outdoor Protection,Insect Repellents,BugShield Natural,Fax,Spain,2904,2904,900,484,2,6,2004,6
2006,Outdoor Protection,Sunscreen,Sun Shelter Stick,Fax,China,2540,2540,996,508,2,5,1544,5
2006,Outdoor Protection,Insect Repellents,BugShield Natural,Fax,Denmark,2364,2364,733,394,2,6,1631,6
2006,Outdoor Protection,Insect Repellents,BugShield Lotion,Fax,United States,2044,2044,680,292,2,7,1364,7
2006,Outdoor Protection,Sunscreen,Sun Shelter 15,Fax,Denmark,1920,1920,687,384,2,5,1233,5
2006,Outdoor Protection,Sunscreen,Sun Shield,Fax,Germany,1674,1674,770,279,3,6,904,6
2006,Outdoor Protection,First Aid,Insect Bite Relief,Fax,Spain,1614,1614,742,269,3,6,872,6
2006,Outdoor Protection,Sunscreen,Sun Blocker,Fax,Korea,1460,1460,569,292,2,5,891,5
2006,Outdoor Protection,Sunscreen,Sun Shelter Stick,Fax,Denmark,1425,1425,559,285,2,5,866,5
2006,Outdoor Protection,Insect Repellents,BugShield Spray,Fax,Spain,1394,3059,931,509,2,6,463,3
2006,Outdoor Protection,First Aid,Compact Relief Kit,Fax,Denmark,1357,1357,531,59,9,23,826,23
2006,Outdoor Protection,Sunscreen,Sun Shelter Stick,Fax,United States,1200,1200,470,240,2,5,730,5
2006,Outdoor Protection,Sunscreen,Sun Blocker,Fax,Spain,1185,1185,462,237,2,5,723,5
2006,Outdoor Protection,First Aid,Compact Relief Kit,Fax,United States,1151,2093,819,91,9,23,332,13
2006,Outdoor Protection,Sunscreen,Sun Blocker,Fax,Denmark,1105,1105,431,221,2,5,674,5
2006,Outdoor Protection,Sunscreen,Sun Shelter 15,Fax,United States,1050,1050,376,210,2,5,674,5
2006,Outdoor Protection,Sunscreen,Sun Blocker,Fax,United States,1020,1020,398,204,2,5,622,5
2006,Outdoor Protection,First Aid,Aloe Relief,Fax,Spain,1004,2453,900,469,2,5,104,4
2006,Outdoor Protection,First Aid,Deluxe Family Relief Kit,Fax,United States,840,840,337,24,14,35,503,35
2006,Outdoor Protection,First Aid,Insect Bite Relief,Fax,Belgium,582,582,268,97,3,6,314,6
2006,Outdoor Protection,First Aid,Calamine Relief,Fax,United States,462,462,218,77,3,6,244,6
2006,Outdoor Protection,First Aid,Insect Bite Relief,Fax,United States,234,234,108,39,3,6,126,6
2006,Outdoor Protection,First Aid,Aloe Relief,Fax,United States,157,157,58,30,2,5,99,5
2006,Outdoor Protection,Insect Repellents,BugShield Extreme,Mail,Canada,25488,26117,9029,3731,2,7,16459,7
2006,Outdoor Protection,Insect Repellents,BugShield Lotion,Mail,Canada,9933,9933,3306,1419,2,7,6627,7
2006,Outdoor Protection,Sunscreen,Sun Shelter 30,Mail,Canada,6160,6160,2279,1232,2,5,3881,5
2006,Outdoor Protection,Insect Repellents,BugShield Extreme,Mail,Germany,5845,5845,2021,835,2,7,3824,7
2006,Outdoor Protection,Sunscreen,Sun Shield,Mail,Canada,5532,5532,2545,922,3,6,2987,6
2006,Outdoor Protection,Insect Repellents,BugShield Spray,Mail,Canada,5247,5247,1598,873,2,6,3649,6
2006,Outdoor Protection,Insect Repellents,BugShield Extreme,Mail,Japan,4361,4361,1508,623,2,7,2853,7
2006,Outdoor Protection,Insect Repellents,BugShield Lotion Lite,Mail,Canada,3941,3941,1058,563,2,7,2883,7
2006,Outdoor Protection,First Aid,Deluxe Family Relief Kit,Mail,Canada,3920,3920,1572,112,14,35,2348,35
2006,Outdoor Protection,Sunscreen,Sun Shelter 15,Mail,Canada,3515,3515,1258,703,2,5,2257,5
2006,Outdoor Protection,Insect Repellents,BugShield Natural,Mail,Canada,3234,3234,1003,539,2,6,2231,6
2006,Outdoor Protection,Sunscreen,Sun Shelter Stick,Mail,Canada,3065,3065,1201,613,2,5,1864,5
2006,Outdoor Protection,Insect Repellents,BugShield Natural,Mail,Germany,2472,2472,766,412,2,6,1706,6
2006,Outdoor Protection,Sunscreen,Sun Shelter 30,Mail,Germany,2460,2460,910,492,2,5,1550,5
2006,Outdoor Protection,Sunscreen,Sun Shield,Mail,Germany,1890,1890,869,315,3,6,1021,6
2006,Outdoor Protection,First Aid,Compact Relief Kit,Mail,Japan,1794,1794,702,78,9,23,1092,23
2006,Outdoor Protection,Sunscreen,Sun Blocker,Mail,Canada,1770,1770,690,354,2,5,1080,5
2006,Outdoor Protection,First Aid,Insect Bite Relief,Mail,Canada,1596,1596,734,266,3,6,862,6
2006,Outdoor Protection,Insect Repellents,BugShield Lotion,Mail,Japan,1442,1442,480,206,2,7,962,7
2006,Outdoor Protection,First Aid,Deluxe Family Relief Kit,Mail,Japan,1330,1330,534,38,14,35,796,35
2006,Outdoor Protection,First Aid,Compact Relief Kit,Mail,Germany,1242,1242,486,54,9,23,756,23
2006,Outdoor Protection,Sunscreen,Sun Shelter Stick,Mail,Germany,1145,1145,449,229,2,5,696,5
2006,Outdoor Protection,Sunscreen,Sun Blocker,Mail,Japan,1035,1035,404,207,2,5,631,5
2006,Outdoor Protection,First Aid,Insect Bite Relief,Mail,Japan,870,870,400,145,3,6,470,6
2006,Outdoor Protection,First Aid,Aloe Relief,Mail,Canada,779,779,286,149,2,5,493,5
2006,Outdoor Protection,Sunscreen,Sun Blocker,Mail,Germany,750,750,293,150,2,5,458,5
2006,Outdoor Protection,First Aid,Calamine Relief,Mail,Japan,492,492,232,82,3,6,260,6
2006,Outdoor Protection,First Aid,Calamine Relief,Mail,Canada,198,198,93,33,3,6,105,6
2006,Outdoor Protection,Insect Repellents,BugShield Extreme,Sales visit,Australia,28418,28896,9990,4128,2,7,18428,7
2006,Outdoor Protection,First Aid,Deluxe Family Relief Kit,Sales visit,Australia,26507,30555,12257,873,14,35,14250,33
2006,Outdoor Protection,Insect Repellents,BugShield Natural,Sales visit,Mexico,25902,25902,8030,4317,2,6,17872,6
2006,Outdoor Protection,Insect Repellents,BugShield Extreme,Sales visit,United States,19881,20685,7151,2955,2,7,12730,7
2006,Outdoor Protection,Sunscreen,Sun Shelter 30,Sales visit,Australia,19845,19845,7343,3969,2,5,12502,5
2006,Outdoor Protection,Sunscreen,Sun Shelter 30,Sales visit,Mexico,19424,21910,8107,4382,2,5,11317,4
2006,Outdoor Protection,Insect Repellents,BugShield Extreme,Sales visit,United Kingdom,18794,19278,6665,2754,2,7,12129,7
2006,Outdoor Protection,Insect Repellents,BugShield Extreme,Sales visit,France,17792,19005,6570,2715,2,7,11222,4
2006,Outdoor Protection,Sunscreen,Sun Shield,Sales visit,Australia,16974,16974,7808,2829,3,6,9166,6
2006,Outdoor Protection,Insect Repellents,BugShield Lotion,Sales visit,Australia,16576,16576,5517,2368,2,7,11059,7
2006,Outdoor Protection,Insect Repellents,BugShield Extreme,Sales visit,Switzerland,15589,15589,5389,2227,2,7,10200,7
2006,Outdoor Protection,Insect Repellents,BugShield Extreme,Sales visit,Canada,15319,16513,5709,2359,2,7,9611,5
2006,Outdoor Protection,Insect Repellents,BugShield Extreme,Sales visit,Netherlands,14660,15351,5307,2193,2,7,9353,5
2006,Outdoor Protection,Sunscreen,Sun Shelter 30,Sales visit,Switzerland,13650,13650,5051,2730,2,5,8600,5
2006,Outdoor Protection,Insect Repellents,BugShield Lotion,Sales visit,Switzerland,13090,13090,4357,1870,2,7,8733,7
2006,Outdoor Protection,First Aid,Deluxe Family Relief Kit,Sales visit,Switzerland,12284,12320,4942,352,14,35,7342,35
2006,Outdoor Protection,Insect Repellents,BugShield Lotion,Sales visit,United States,11641,11641,3875,1663,2,7,7766,7
2006,Outdoor Protection,Insect Repellents,BugShield Spray,Sales visit,Switzerland,11335,11335,3451,1886,2,6,7883,6
2006,Outdoor Protection,Insect Repellents,BugShield Extreme,Sales visit,Sweden,11186,11186,3867,1598,2,7,7319,7
2006,Outdoor Protection,Sunscreen,Sun Shelter 15,Sales visit,Mexico,10190,10190,3648,2038,2,5,6542,5
2006,Outdoor Protection,Sunscreen,Sun Shelter 30,Sales visit,United States,10060,10785,3990,2157,2,5,6070,4
2006,Outdoor Protection,Sunscreen,Sun Shelter 30,Sales visit,Japan,9905,9905,3665,1981,2,5,6240,5
2006,Outdoor Protection,Insect Repellents,BugShield Natural,Sales visit,United States,9603,9678,3000,1613,2,6,6603,6
2006,Outdoor Protection,Insect Repellents,BugShield Spray,Sales visit,Australia,9526,9526,2901,1585,2,6,6625,6
2006,Outdoor Protection,Insect Repellents,BugShield Spray,Sales visit,Mexico,8534,11143,3393,1854,2,6,5141,5
2006,Outdoor Protection,Sunscreen,Sun Shield,Sales visit,Austria,8382,8382,3856,1397,3,6,4526,6
2006,Outdoor Protection,Sunscreen,Sun Shield,Sales visit,Mexico,8250,8250,3795,1375,3,6,4455,6
2006,Outdoor Protection,Sunscreen,Sun Shield,Sales visit,China,8106,8106,3729,1351,3,6,4377,6
